period,date,r1,r2,r3,r4,r5,b1,b2,sales,prize_pool,first_prize_count,first_prize_amount,second_prize_count,second_prize_amount
14098,2014-08-23,16,18,22,25,35,03,10,184527907,529856031,2,10000000,45,211357
14097,2014-08-20,03,15,20,21,23,07,09,169611153,508112843,1,10000000,33,267985
14096,2014-08-18,03,07,21,23,31,05,10,167970220,476575124,8,6383482,99,62566
14095,2014-08-16,06,22,30,31,34,05,06,186569328,508319326,4,8448139,44,154164
14094,2014-08-13,13,14,24,25,34,04,07,168617295,510765155,8,6429806,136,34644
14093,2014-08-11,03,08,30,32,34,09,11,166087704,538115272,0,0,63,128041
14092,2014-08-09,02,18,27,30,32,05,11,185657187,498422452,1,10000000,36,246536
14091,2014-08-06,10,16,18,29,32,02,07,171622227,466511258,1,10000000,42,188651
14090,2014-08-04,02,03,20,23,28,06,08,176916628,439724222,60,5182460,69,117087
14089,2014-08-02,02,08,12,29,30,07,12,206285308,897430770,9,6270293,119,48131
14088,2014-07-30,07,13,20,25,26,08,11,183837153,929910085,2,10000000,108,80866
14087,2014-07-28,04,07,31,33,35,09,10,174787404,916892029,1,10000000,55,134240
14086,2014-07-26,06,08,27,29,35,03,09,201555668,886731623,4,10000000,57,173491
14085,2014-07-23,06,12,13,25,29,11,12,178919759,879455090,3,9894855,108,68110
14084,2014-07-21,02,07,09,11,28,05,09,181205445,875765643,7,7224209,126,53920
14083,2014-07-19,18,20,24,33,35,05,10,203993360,892251472,2,10000000,83,101782
14082,2014-07-16,01,08,18,23,25,08,12,181943644,872216864,0,0,43,191919
14081,2014-07-14,03,05,08,10,25,09,12,175722160,830154471,0,0,43,166437
14080,2014-07-12,17,20,23,25,27,03,10,193958265,792428610,3,10000000,49,204471
14079,2014-07-09,09,10,20,31,32,06,10,173530979,783615300,3,10000000,64,134339
14078,2014-07-07,10,15,16,22,28,04,05,173079920,778417883,3,10000000,73,119758
14077,2014-07-05,09,16,26,31,32,01,05,192620156,765404764,3,9819134,55,167784
14076,2014-07-02,05,10,19,31,32,09,10,178230857,760644298,1,10000000,81,92632
14075,2014-06-30,05,07,29,32,35,04,10,179024552,729191341,7,6725435,55,118422
14074,2014-06-28,06,11,22,27,30,05,11,198134948,750501664,2,10000000,104,81061
14073,2014-06-25,04,05,07,13,35,05,06,179054580,729295547,3,9270829,121,54235
14072,2014-06-23,17,19,22,24,30,02,09,168821103,727466021,1,10000000,27,331930
14071,2014-06-21,04,14,15,22,23,01,07,185954083,696804568,1,10000000,43,221374
14070,2014-06-18,01,02,07,10,32,04,12,167714687,669821040,2,10000000,57,119758
14069,2014-06-16,16,22,27,29,31,02,09,165688178,658384418,2,10000000,26,228365
14068,2014-06-14,05,15,24,29,35,05,06,183812242,648506595,3,10000000,91,79136
14067,2014-06-11,03,18,23,24,31,03,07,169829052,642565242,1,10000000,27,341706
14066,2014-06-09,08,14,16,20,31,03,11,171159701,609851883,2,15000000,34,199482
14065,2014-06-07,07,12,19,31,33,07,12,189856995,593113888,5,11403800,54,129775
14064,2014-06-04,08,15,33,34,35,01,08,175438349,605400258,3,14481293,168,36266
14063,2014-06-02,11,17,21,23,34,03,04,149422759,603289864,1,15000000,28,279350
14062,2014-05-31,04,07,17,24,25,02,04,171910477,576508734,0,0,48,197762
14061,2014-05-28,04,11,17,20,29,06,10,157379650,530528894,1,15000000,48,127498
14060,2014-05-26,12,22,29,30,34,05,11,155476267,508335617,2,13846153,50,140672
14059,2014-05-24,07,15,17,25,29,04,11,172487834,499050363,6,8656549,89,71247
14058,2014-05-21,09,15,22,24,26,02,07,156588831,514062616,3,11810787,63,106443
14057,2014-05-19,08,10,20,27,33,01,09,158049101,513584094,4,12947382,40,160094
14056,2014-05-17,12,18,28,29,35,07,08,170156653,518055775,1,15000000,61,97524
14055,2014-05-14,04,23,26,27,35,10,11,151250601,497660787,1,15000000,75,75399
14054,2014-05-12,02,03,20,25,34,01,12,150534284,479762955,2,15000000,72,126347
14053,2014-05-10,02,11,17,27,30,03,04,163362645,465963587,2,15000000,56,138015
14052,2014-05-07,14,19,21,24,30,02,07,148553518,448239242,1,15000000,25,244998
14051,2014-05-05,01,07,11,29,30,03,11,141385481,426593556,6,6187200,62,78927
14050,2014-05-03,10,18,27,28,35,01,06,143454855,449771795,1,10000000,24,302800
14049,2014-04-30,03,15,17,22,31,03,05,129357113,427750617,1,10000000,34,187598
14048,2014-04-28,01,02,05,15,35,01,11,132476146,410032886,2,9734953,24,297364
14047,2014-04-26,06,17,18,30,34,06,12,139568509,404566567,1,10000000,54,149381
14046,2014-04-23,03,15,18,21,26,01,06,127230354,387964150,1,10000000,22,310052
14045,2014-04-21,06,10,12,16,30,02,11,124470129,376989546,1,10000000,33,194585
14044,2014-04-19,22,23,25,27,35,03,11,136866302,358093528,2,10000000,45,164774
14043,2014-04-16,01,11,23,29,30,01,12,126802014,347321907,0,0,57,100530
14042,2014-04-14,16,21,25,27,35,06,11,126547122,319726297,4,7374876,33,181982
14041,2014-04-12,05,07,11,15,18,05,12,139292056,325477040,2,9657920,37,185177
14040,2014-04-09,12,15,21,30,33,02,08,127871621,320311146,2,9249673,29,230190
14039,2014-04-07,02,05,11,15,20,08,11,122285750,316737417,0,0,32,177295
14038,2014-04-05,07,08,12,20,32,03,05,130841888,290675013,3,7558526,46,105870
14037,2014-04-02,03,04,08,19,34,02,04,124476686,294858966,2,8784473,45,128622
14036,2014-03-31,01,02,12,17,29,03,08,124665987,293099516,3,8790665,33,177965
14035,2014-03-29,09,12,14,28,29,03,10,138292718,291041521,3,7777938,71,87265
14034,2014-03-26,03,11,14,27,32,05,07,126684339,294040655,6,6124320,143,23326
14033,2014-03-24,01,07,08,28,29,04,08,126213215,313921770,2,8601186,121,30583
14032,2014-03-22,02,05,06,09,31,02,09,139487493,313118209,1,10000000,41,141051
14031,2014-03-19,06,15,27,32,33,03,04,124711221,298257838,2,7755906,151,20925
14030,2014-03-17,03,14,18,29,35,11,12,128331774,299990119,3,7931261,20,356849
14029,2014-03-15,03,21,22,23,35,05,09,143829382,302523173,6,6258224,87,51836
14028,2014-03-12,03,10,20,25,30,10,12,129511240,323066741,1,10000000,38,156895
14027,2014-03-10,09,10,24,28,29,10,12,129519796,313884979,3,7411068,49,89630
14026,2014-03-08,05,10,12,15,26,04,08,139988871,318035173,0,0,91,63618
14025,2014-03-05,19,20,27,32,34,06,08,128550281,292317488,3,7282407,49,97469
14024,2014-03-03,07,11,15,31,32,06,11,129953991,297992483,4,7145411,32,178784
14023,2014-03-01,04,13,15,29,33,05,09,141829576,306189144,4,5835860,105,25417
14022,2014-02-26,03,06,10,16,25,10,11,130079120,325669431,1,10000000,29,209938
14021,2014-02-24,06,10,17,23,24,03,09,128569953,309059701,4,6564613,39,108915
14020,2014-02-22,01,14,17,30,35,06,07,142178440,322855712,2,10000000,37,161466
14019,2014-02-19,07,12,22,29,32,11,12,127761746,316455971,2,7976663,70,62013
14018,2014-02-17,08,09,12,28,34,02,12,121704224,317846981,0,0,41,126284
14017,2014-02-15,05,10,11,23,34,01,10,136657269,295873500,5,6712143,31,206428
14016,2014-02-12,04,06,13,24,34,04,09,123079546,312409622,8,6326869,21,302420
14015,2014-02-10,04,06,18,20,30,05,07,118668684,336487176,1,10000000,40,130654
14014,2014-02-08,01,09,11,27,29,03,11,130439909,325125162,2,8694497,42,102624
14013,2014-01-29,10,11,13,22,28,04,12,137312298,324041671,1,10000000,91,61637
14012,2014-01-27,09,20,21,23,29,05,07,126548654,308985857,1,9827845,64,74203
14011,2014-01-25,04,06,14,24,35,07,12,138131180,305399026,1,10000000,26,273756
14010,2014-01-22,05,10,20,26,27,01,03,126731854,289164215,2,10000000,42,167815
14009,2014-01-20,10,18,25,29,33,07,08,123676782,277824746,2,7224139,125,26297
14008,2014-01-18,11,13,20,28,35,01,05,137668320,282150599,1,10000000,29,242212
14007,2014-01-15,08,11,14,21,32,03,11,123439275,263085157,5,6378533,99,47129
14006,2014-01-13,01,04,07,16,35,06,08,119059472,279505469,0,0,29,186411
14005,2014-01-11,15,17,18,29,33,04,08,132360353,251264064,4,6981095,38,125187
14004,2014-01-08,07,10,19,27,28,09,12,121043337,259377488,2,7468802,60,65432
14003,2014-01-06,07,11,13,21,33,05,06,121231014,262749156,2,7696913,41,110773
14002,2014-01-04,01,12,21,24,29,01,07,134448795,265231194,1,10000000,49,126117
14001,2014-01-01,05,13,20,23,29,08,11,120984608,245814203,1,10000000,51,92763
13153,2013-12-30,04,05,16,17,30,03,09,120218297,235568607,0,0,35,180278
13152,2013-12-28,09,12,14,18,19,03,09,129948961,208662004,5,7025670,26,232835
13151,2013-12-25,02,13,21,27,30,03,04,115202750,218469468,0,0,33,144273
13150,2013-12-23,06,07,14,18,22,08,11,110252541,195421794,1,10000000,19,282164
13149,2013-12-21,06,07,08,09,13,05,07,121299463,180873480,2,9420969,37,143073
13148,2013-12-18,02,05,09,29,32,03,07,110251832,177610569,1,10000000,26,132788
13147,2013-12-16,03,09,22,24,25,05,09,106840083,171377233,2,9377504,23,214583
13146,2013-12-14,06,07,15,25,31,01,09,120844765,168244721,1,10000000,48,117365
13145,2013-12-11,02,13,15,18,20,02,11,110223270,153157780,0,0,29,217052
13144,2013-12-09,03,20,21,23,35,02,08,110147338,128088241,1,10000000,14,437197
13143,2013-12-07,03,08,14,21,31,06,08,121306535,118184260,2,9012573,41,139102
13142,2013-12-04,06,11,25,28,29,04,12,111067962,115535221,1,9930590,50,82434
13141,2013-12-02,05,15,18,25,31,08,10,107596104,111701804,0,0,44,115776
13140,2013-11-30,01,12,17,26,28,01,06,116980853,91556766,4,5000000,49,141727
13139,2013-11-27,05,06,18,20,31,06,07,108440465,82963265,3,5000000,33,163536
13138,2013-11-25,03,08,13,17,24,07,09,109150434,81149879,14,5091780,303,12000
13137,2013-11-23,04,12,32,33,34,06,08,122455002,152139878,2,7657598,79,35223
13136,2013-11-20,05,11,15,25,28,05,11,111309765,154167079,4,6096792,53,56919
13135,2013-11-18,04,13,19,25,26,07,12,107973516,171612098,0,0,32,148280
13134,2013-11-16,02,13,19,23,32,02,09,117471260,148480349,0,0,38,163558
13133,2013-11-13,02,08,10,16,17,09,12,109127259,122965280,1,10000000,17,363869
13132,2013-11-11,23,26,28,31,34,02,10,106761393,105675073,4,6470096,57,60497
13131,2013-11-09,12,15,29,30,31,04,12,117449499,116854488,0,0,54,96982
13130,2013-11-06,08,09,15,19,30,06,09,109732548,95469948,3,6876234,51,75049
13129,2013-11-04,11,23,29,30,33,01,04,108505512,103338276,3,6770618,56,76983
13128,2013-11-02,11,13,27,33,35,01,02,120450087,113183371,10,5214305,150,12000
13127,2013-10-30,03,14,16,19,32,05,10,110020727,165583037,3,6988364,42,103291
13126,2013-10-28,09,10,15,18,30,03,06,109378334,172845865,3,7164717,39,92509
13125,2013-10-26,04,08,14,23,28,04,08,119978991,178104632,6,5787443,64,57509
13124,2013-10-23,05,07,18,21,32,10,11,110782997,207891533,1,10000000,43,81806
13123,2013-10-21,02,09,10,33,34,05,12,106562135,201386997,0,0,28,129263
13122,2013-10-19,15,17,20,24,35,04,12,114607447,183742526,1,10000000,19,312585
13121,2013-10-16,03,18,19,20,24,03,12,107502799,167954219,2,8513182,26,209983
13120,2013-10-14,06,14,15,22,26,03,11,103379902,167252806,0,0,13,413988
13119,2013-10-12,01,02,16,23,35,01,11,114833494,144276439,1,10000000,32,199228
13118,2013-10-09,04,06,11,20,31,01,05,102403342,124989788,1,10000000,30,168855
13117,2013-10-07,05,16,23,25,33,07,12,94444889,112954194,1,5000000,22,198669
13116,2013-10-05,13,22,23,30,33,09,11,106157155,97540922,1,5000000,45,97922
13115,2013-10-02,05,16,29,32,34,04,11,90887232,87253881,9,5000000,166,12000
13114,2013-09-30,06,17,21,23,33,01,09,101049414,135253881,6,6173985,511,12000
13113,2013-09-28,19,21,23,28,30,08,12,114354307,154688007,4,6675534,161,24961
13112,2013-09-25,02,10,20,22,29,05,12,102958306,164634801,1,10000000,25,218418
13111,2013-09-23,07,12,13,20,27,01,03,102613684,151209447,1,9239212,81,47398
13110,2013-09-21,07,16,18,32,33,02,07,110067240,149035335,2,9388735,28,175199
13109,2013-09-18,13,20,26,29,32,02,06,99337442,145869127,1,10000000,24,218948
13108,2013-09-16,05,10,13,15,18,02,11,98043296,134193271,0,0,22,272836
13107,2013-09-14,07,13,14,18,25,05,12,103336022,111070403,0,0,26,204245
13106,2013-09-11,06,07,12,13,27,03,12,96682691,88399110,1,5000000,40,121097
13105,2013-09-09,07,13,27,30,34,01,12,95015234,73054761,1,5000000,33,112342
13104,2013-09-07,02,05,11,27,29,01,11,103746815,61624635,0,0,29,197797
13103,2013-09-04,05,08,13,16,31,03,09,94510010,37443844,3,5000000,59,63673
13102,2013-09-02,06,12,15,19,26,02,11,90509576,36350423,0,0,21,223330
13101,2013-08-31,04,09,13,15,32,02,09,99608666,14743158,2,5000000,22,251803
13100,2013-08-28,09,12,24,26,30,05,09,91302467,6402825,3,5000000,39,96355
13099,2013-08-26,04,11,28,30,33,05,12,90552001,12009973,4,5000000,73,12000
13098,2013-08-24,02,06,16,29,34,10,11,96508845,35352220,2,5000000,52,72072
13097,2013-08-21,07,08,13,17,32,03,08,87209004,28216869,1,5000000,16,265204
13096,2013-08-19,17,19,20,22,26,06,08,82602563,19111160,0,0,24,182404
13095,2013-08-17,03,17,28,30,33,01,10,85079922,642661,3,5000000,24,141883
13094,2013-08-14,03,28,33,34,35,06,09,89359971,0,10,24000,271,12000
13093,2013-08-12,01,05,17,18,26,05,07,91058614,0,6,1211256,59,36407
13092,2013-08-10,07,10,21,27,33,03,09,100655848,0,4,2958913,64,45478
13091,2013-08-07,04,09,28,34,35,02,08,94094638,0,7,723495,130,12000
13090,2013-08-05,02,26,30,31,33,11,12,93663331,5263955,2,5000000,39,74580
13089,2013-08-03,06,07,23,24,29,04,11,103107680,2846241,3,5000000,39,103008
13088,2013-07-31,03,05,08,33,35,01,03,101099585,0,37,1150769,197,12000
13087,2013-07-29,09,12,22,32,34,02,04,102329273,42617129,1,5000000,23,212239
13086,2013-07-27,09,16,26,29,31,06,09,118005920,28968747,16,5000000,83,38878
13085,2013-07-24,08,19,23,27,32,03,05,109057485,98643241,3,6975684,65,62063
13084,2013-07-22,08,22,26,29,35,01,05,109893917,105974540,0,0,31,139049
13083,2013-07-20,26,29,30,32,35,04,10,123762556,86994313,14,5000000,345,12000
13082,2013-07-17,03,09,25,26,33,03,12,112633760,171994313,0,0,30,155511
13081,2013-07-15,07,09,15,17,23,02,07,115556938,150300415,1,10000000,34,209297
13080,2013-07-13,06,21,23,27,31,04,06,121739755,132673164,0,0,27,221780
13079,2013-07-10,09,10,17,21,34,01,07,111146788,106225828,2,8780721,81,52183
13078,2013-07-08,02,07,23,31,33,02,08,110464206,104883662,2,8951872,29,150547
13077,2013-07-06,24,26,30,32,35,06,12,121705850,103028044,3,7605661,61,75745
13076,2013-07-03,13,15,16,26,27,09,10,110287003,106302568,3,7405796,34,153561
13075,2013-07-01,01,11,13,19,35,07,08,111388586,111311262,2,8098136,28,169939
13074,2013-06-29,06,14,20,24,32,01,07,124113767,112228527,3,6569851,63,63912
13073,2013-06-26,03,05,23,27,31,02,06,116689022,124925587,3,7333431,34,165827
13072,2013-06-24,12,27,28,33,35,03,05,115290338,131224965,7,5560590,159,18887
13071,2013-06-22,13,19,26,27,28,03,11,129186697,170320645,3,7929319,77,61669
13070,2013-06-19,09,12,18,21,29,01,08,113538678,172138704,1,10000000,75,58389
13069,2013-06-17,06,12,13,16,30,07,12,112197585,165804899,1,10000000,41,130460
13068,2013-06-15,10,17,27,34,35,05,07,123220775,151050094,5,6057629,73,41475
13067,2013-06-12,02,03,05,08,29,10,12,105168115,168117873,3,7144174,17,214417
13066,2013-06-10,06,07,13,33,34,02,11,108172336,173469085,1,10000000,55,73519
13065,2013-06-08,09,28,31,34,35,02,09,123733625,164666357,1,10000000,284,14102
13064,2013-06-05,21,24,26,28,32,01,03,109225079,159171307,1,10000000,21,250446
13063,2013-06-03,03,05,11,27,28,05,06,108064818,146067573,1,10000000,25,208892
13062,2013-06-01,01,05,08,09,12,09,12,123085059,133663835,5,7129714,36,184871
13061,2013-05-29,01,14,18,21,32,05,10,104825840,142690976,0,0,18,346026
13060,2013-05-27,15,25,26,32,35,05,10,97754407,116219946,7,5477724,57,37010
13059,2013-05-25,03,08,11,24,27,07,12,107444050,148773878,0,0,42,113884
13058,2013-05-22,20,21,27,31,35,07,11,97754407,116219946,2,9312826,27,187922
13057,2013-05-20,07,15,27,33,35,07,10,95419334,123030080,0,0,22,170063
13056,2013-05-18,11,22,30,32,35,03,04,106923534,106703983,2,8215874,59,81973
13055,2013-05-15,04,05,22,23,24,03,09,97894933,107162071,3,6903540,35,114786
13054,2013-05-13,05,08,21,30,32,01,08,97491675,114882950,4,6929758,23,202599
13053,2013-05-11,13,31,33,34,35,05,07,107125902,123304395,8,5000000,231,12000
13052,2013-05-08,01,02,10,29,31,01,10,99005450,166304395,6,6034952,52,73925
13051,2013-05-06,05,08,15,18,33,07,08,101017433,189058365,1,10000000,46,95987
13050,2013-05-04,14,22,30,32,33,07,08,108845242,183101262,2,7415141,56,50952
13049,2013-05-01,18,22,25,31,32,04,06,90270660,185855837,1,10000000,38,88974
13048,2013-04-29,10,11,23,32,33,01,04,93439302,180774662,7,5505453,43,76089
13047,2013-04-27,12,20,28,30,35,03,11,108924465,228283036,0,0,25,182602
13046,2013-04-24,15,16,19,25,32,05,11,98130483,207466383,0,0,28,175327
13045,2013-04-22,08,11,12,21,25,02,07,98754178,186295531,3,7189671,41,107688
13044,2013-04-20,07,11,13,18,28,05,10,108144031,192471304,2,8372919,29,176096
13043,2013-04-17,07,13,25,34,35,07,09,100358246,192316919,2,6632735,30,96754
13042,2013-04-15,02,06,22,23,33,01,06,98411504,200479790,2,9154000,28,182193
13041,2013-04-13,03,13,14,15,34,05,08,108882630,198017788,3,6640933,81,29727
13040,2013-04-10,16,17,22,26,35,03,10,98544111,205633582,1,10000000,12,482261
13039,2013-04-08,06,23,30,33,35,07,10,96554089,192846712,0,0,42,68767
13038,2013-04-06,01,19,24,25,26,07,09,103728759,180313811,0,0,28,160166
13037,2013-04-03,02,26,31,32,34,06,08,93728141,159171880,1,8717832,40,56847
13036,2013-04-01,08,12,32,33,35,03,05,94764559,158595131,1,9305077,40,66745
13035,2013-03-30,05,14,28,32,34,07,08,105886815,157137514,6,6345873,34,143178
13034,2013-03-27,01,03,11,19,29,04,08,98117695,175024647,3,6840774,23,182556
13033,2013-03-25,12,18,22,28,31,01,11,94424531,183084465,0,0,16,359497
13032,2013-03-23,12,27,28,33,35,01,08,101795038,159896906,1,10000000,35,108929
13031,2013-03-20,12,17,18,26,32,10,11,92857755,152903939,1,10000000,23,200474
13030,2013-03-18,03,05,09,10,28,05,07,92399963,142906622,0,0,24,169964
13029,2013-03-16,05,07,17,25,26,04,10,100525965,124168043,1,10000000,50,74024
13028,2013-03-13,13,19,28,30,34,08,12,90226179,117290371,0,0,30,143436
13027,2013-03-11,03,12,14,24,35,03,08,88478779,99217311,1,5000000,29,133467
13026,2013-03-09,02,10,16,30,33,05,06,96984428,86999987,3,5000000,64,49382
13025,2013-03-06,03,23,25,26,28,10,12,89233230,95037003,1,5000000,13,339352
13024,2013-03-04,09,12,14,18,24,01,04,88302567,84966486,1,5000000,20,258208
13023,2013-03-02,05,19,24,26,35,05,07,93617454,68857932,0,0,36,100825
13022,2013-02-27,03,04,13,17,23,03,08,86402223,53204819,1,5000000,14,290650
13021,2013-02-25,23,24,28,30,33,01,11,84584535,43329822,1,5000000,28,142537
13020,2013-02-23,06,11,20,31,32,05,09,90505561,30797768,0,0,33,83353
13019,2013-02-20,06,12,17,29,30,07,11,78774727,18419704,1,5000000,57,45540
13018,2013-02-18,20,23,31,33,34,03,09,72887266,11738506,1,5000000,48,31860
13017,2013-02-16,11,14,22,29,34,05,11,92868182,0,39,4762252,123,31945
13016,2013-02-06,05,15,19,27,32,08,09,93354624,170130710,0,0,23,185254
13015,2013-02-04,14,15,26,32,33,01,11,90554838,152902085,2,7891600,22,187018
13014,2013-02-02,05,08,25,29,31,02,04,102516364,154624839,1,10000000,41,108995
13013,2013-01-30,13,15,29,30,35,01,11,91878143,146150128,0,0,61,43411
13012,2013-01-28,01,14,31,32,34,02,11,90273475,135535963,0,0,11,457265
13011,2013-01-26,01,02,08,15,23,06,09,103189764,116673757,3,8253813,20,268910
13010,2013-01-23,09,15,17,18,29,09,11,93053917,117031592,0,0,34,103430
13009,2013-01-21,10,17,19,27,29,05,12,92051355,100586068,5,5809955,75,39572
13008,2013-01-19,02,07,25,29,34,03,06,103090366,124053473,1,10000000,13,422851
13007,2013-01-16,14,29,32,33,34,03,06,93622278,116585204,2,5000000,87,12000
13006,2013-01-14,08,20,25,31,32,05,07,91873354,126585204,1,9579253,42,104370
13005,2013-01-12,18,22,26,28,31,10,12,102731749,123594996,0,0,25,205565
13004,2013-01-09,07,08,12,20,25,03,07,93113469,101548129,4,5949602,53,55795
13003,2013-01-07,01,16,18,21,31,09,12,92114091,120141232,1,10000000,29,173939
13002,2013-01-05,04,20,27,31,32,06,12,97887870,108094375,0,0,14,346173
13001,2013-01-02,06,09,11,31,32,05,11,82539302,87583599,0,0,18,206504
12154,2012-12-31,03,26,27,31,32,03,09,85173381,69462813,0,0,20,178258
12153,2012-12-29,08,09,10,13,22,05,10,92912437,54890188,1,5000000,28,153153
12152,2012-12-26,04,17,26,33,34,02,08,86036210,42430665,6,5000000,30,135756
12151,2012-12-24,03,19,20,24,33,03,04,84629482,69714376,0,0,24,158969
12150,2012-12-22,02,14,18,24,31,02,03,93073171,51830291,0,0,12,426703
12149,2012-12-19,02,10,23,33,34,05,10,86183124,30708485,2,5000000,39,83375
12148,2012-12-17,04,16,27,29,34,06,11,86921952,32076134,2,5000000,44,81411
12147,2012-12-15,02,03,17,19,33,02,09,95259080,28529333,2,5000000,14,351175
12146,2012-12-12,01,10,13,17,26,06,08,88326469,22302458,3,5000000,30,143280
12145,2012-12-10,05,22,31,33,35,06,09,83242808,22893881,1,5000000,51,37323
12144,2012-12-08,11,13,14,21,29,01,10,100893900,3369368,15,5345297,35,132393
