period,date,front1,front2,front3,front4,front5,back1,back2
18069,2018-06-16,1,8,13,21,24,2,11
18068,2018-06-13,8,12,16,26,33,5,6
18067,2018-06-11,3,7,12,18,31,7,10
18066,2018-06-09,1,20,23,32,33,1,4
18065,2018-06-06,7,10,28,31,32,8,10
18064,2018-06-04,1,3,4,11,29,2,4
18063,2018-06-02,5,14,15,32,34,3,10
18062,2018-05-30,12,14,19,23,35,2,7
18061,2018-05-28,4,10,12,28,31,8,11
18060,2018-05-26,4,22,27,29,31,2,10
18059,2018-05-23,1,9,10,27,35,6,11
18058,2018-05-21,9,11,12,26,32,4,10
18057,2018-05-19,13,19,22,27,28,5,6
18056,2018-05-16,2,4,16,28,34,5,7
18055,2018-05-14,3,7,20,33,34,9,10
18054,2018-05-12,9,10,12,20,30,1,7
18053,2018-05-09,11,16,21,23,25,2,12
18052,2018-05-07,5,16,18,19,25,2,7
18051,2018-05-05,9,18,28,29,35,3,11
18050,2018-05-02,22,24,26,34,35,6,12
18049,2018-04-30,4,7,9,10,13,6,12
18048,2018-04-28,2,3,11,20,25,2,7
18047,2018-04-25,3,8,10,14,20,4,8
18046,2018-04-23,10,20,22,29,32,5,10
18045,2018-04-21,2,5,20,30,35,5,9
18044,2018-04-18,2,4,6,18,21,5,8
18043,2018-04-16,3,6,13,28,33,4,11
18042,2018-04-14,3,19,25,29,35,5,9
18041,2018-04-11,1,23,25,31,33,1,12
18040,2018-04-09,5,7,18,27,31,1,8
18039,2018-04-07,2,7,14,29,32,10,11
18038,2018-04-04,14,23,25,31,32,1,3
18037,2018-04-02,1,3,27,30,31,2,11
18036,2018-03-31,11,17,18,21,27,7,8
18035,2018-03-28,5,7,10,12,24,7,11
18034,2018-03-26,8,11,22,27,32,3,7
18033,2018-03-24,2,3,19,23,34,4,9
18032,2018-03-21,7,10,17,32,35,5,12
18031,2018-03-19,3,8,13,17,23,5,11
18030,2018-03-17,5,18,21,28,32,9,11
18029,2018-03-14,3,9,21,25,29,1,8
18028,2018-03-12,4,19,25,30,35,4,7
18027,2018-03-10,1,18,20,21,26,4,11
18026,2018-03-07,1,2,3,4,30,3,5
18025,2018-03-05,7,8,9,15,34,7,8
18024,2018-03-03,2,16,24,30,32,4,7
18023,2018-02-28,12,13,18,21,29,2,8
18022,2018-02-26,2,10,19,33,35,5,6
18021,2018-02-24,5,6,8,9,15,4,11
18020,2018-02-14,1,10,13,14,21,9,12
18019,2018-02-12,10,11,19,21,28,5,12
18018,2018-02-10,6,8,13,24,28,6,12
18017,2018-02-07,4,19,21,23,31,4,9
18016,2018-02-05,1,2,12,13,23,9,12
18015,2018-02-03,4,13,15,18,29,5,11
18014,2018-01-31,14,16,18,24,31,1,8
18013,2018-01-29,8,24,31,33,35,7,10
18012,2018-01-27,3,22,24,29,34,7,11
18011,2018-01-24,3,13,15,23,26,1,10
18010,2018-01-22,24,25,26,28,29,4,12
18009,2018-01-20,10,12,28,30,34,3,4
18008,2018-01-17,9,15,17,20,22,10,11
18007,2018-01-15,3,4,28,31,34,4,11
18006,2018-01-13,19,20,30,32,33,3,5
18005,2018-01-10,4,9,23,24,30,8,11
18004,2018-01-08,4,9,22,28,30,1,10
18003,2018-01-06,4,21,23,24,30,9,10
18002,2018-01-03,12,20,23,27,34,1,6
18001,2018-01-01,1,13,22,25,35,3,4
17153,2017-12-30,1,9,24,26,34,9,12
17152,2017-12-27,2,4,7,23,28,2,8
17151,2017-12-25,5,6,23,28,32,4,5
17150,2017-12-23,3,6,10,13,18,9,11
17149,2017-12-20,10,18,19,25,26,4,12
17148,2017-12-18,19,27,31,32,35,11,12
17147,2017-12-16,5,16,17,25,34,1,11
17146,2017-12-13,1,5,11,14,35,9,10
17145,2017-12-11,4,7,17,18,19,3,10
17144,2017-12-09,3,21,23,29,32,10,11
17143,2017-12-06,6,9,24,29,32,2,7
17142,2017-12-04,1,5,16,19,28,2,10
17141,2017-12-02,2,8,21,22,29,3,5
17140,2017-11-29,10,16,25,26,29,1,5
17139,2017-11-27,2,6,19,25,32,9,12
17138,2017-11-25,4,7,9,20,25,2,11
17137,2017-11-22,1,20,22,28,29,5,7
17136,2017-11-20,1,11,20,21,22,3,4
17135,2017-11-18,1,12,15,19,22,2,4
17134,2017-11-15,7,18,19,32,34,2,10
17133,2017-11-13,15,17,19,32,33,1,3
17132,2017-11-11,11,17,23,26,27,1,10
17131,2017-11-08,3,5,8,19,34,1,12
17130,2017-11-06,5,18,28,33,34,3,4
17129,2017-11-04,5,17,20,32,33,4,9
17128,2017-11-01,9,11,13,18,33,2,3
17127,2017-10-30,2,15,18,21,22,3,10
17126,2017-10-28,3,4,13,24,33,1,11
17125,2017-10-25,7,11,18,26,28,4,5
17124,2017-10-23,3,29,30,32,35,3,8
17123,2017-10-21,3,15,23,26,32,1,12
17122,2017-10-18,3,12,18,29,34,3,11
17121,2017-10-16,1,6,12,26,31,1,7
17120,2017-10-14,8,15,24,26,27,5,6
17119,2017-10-11,5,7,13,29,35,3,8
17118,2017-10-09,2,7,16,20,33,3,11
17117,2017-10-07,5,7,9,24,32,8,10
17116,2017-10-04,2,27,30,32,33,1,3
17115,2017-10-02,14,19,20,25,31,6,8
17114,2017-09-30,6,7,12,18,23,1,12
17113,2017-09-27,5,8,17,18,23,4,12
17112,2017-09-25,5,6,20,31,32,6,12
17111,2017-09-23,2,14,17,26,34,8,12
17110,2017-09-20,10,14,20,21,35,2,5
17109,2017-09-18,6,9,19,26,34,5,7
17108,2017-09-16,1,4,15,21,22,4,9
17107,2017-09-13,4,10,19,25,27,6,12
17106,2017-09-11,9,12,18,23,29,2,4
17105,2017-09-09,4,15,22,24,32,2,9
17104,2017-09-06,9,11,22,27,30,9,11
17103,2017-09-04,4,19,20,24,29,3,4
17102,2017-09-02,1,12,23,24,29,8,12
17101,2017-08-30,5,15,21,25,29,5,8
17100,2017-08-28,2,5,18,19,31,1,9
17099,2017-08-26,8,9,17,18,24,3,7
17098,2017-08-23,6,9,17,30,35,10,11
17097,2017-08-21,7,14,19,22,34,7,12
17096,2017-08-19,3,7,9,17,28,4,12
17095,2017-08-16,15,32,33,34,35,3,12
17094,2017-08-14,3,5,8,29,33,4,8
17093,2017-08-12,5,6,17,21,29,2,4
17092,2017-08-09,3,7,9,17,34,4,5
17091,2017-08-07,1,5,7,16,19,3,12
17090,2017-08-05,3,6,15,22,35,9,11
17089,2017-08-02,3,5,6,15,18,3,10
17088,2017-07-31,5,28,31,34,35,8,9
17087,2017-07-29,3,14,21,29,35,2,6
17086,2017-07-26,12,15,18,22,31,1,8
17085,2017-07-24,9,13,14,25,30,2,5
17084,2017-07-22,6,11,14,21,31,9,12
17083,2017-07-19,2,5,14,22,34,3,9
17082,2017-07-17,5,13,20,21,25,8,9
17081,2017-07-15,2,12,15,20,34,1,6
17080,2017-07-12,8,10,21,30,31,2,5
17079,2017-07-10,1,17,19,32,33,2,11
17078,2017-07-08,4,5,27,31,34,3,6
17077,2017-07-05,1,3,4,25,31,6,9
17076,2017-07-03,2,7,25,30,35,7,12
17075,2017-07-01,5,11,16,18,35,1,6
17074,2017-06-28,8,10,11,13,17,8,11
17073,2017-06-26,7,18,28,31,33,1,2
17072,2017-06-24,1,3,29,32,34,2,5
17071,2017-06-21,1,4,11,14,33,5,7
17070,2017-06-19,6,16,18,26,30,2,3
17069,2017-06-17,10,16,20,23,32,8,11
17068,2017-06-14,7,8,19,24,27,6,7
17067,2017-06-12,10,17,18,32,35,10,11
17066,2017-06-10,11,15,23,26,30,2,11
17065,2017-06-07,5,11,12,19,28,5,12
17064,2017-06-05,1,8,20,27,30,3,4
17063,2017-06-03,18,21,22,24,29,5,11
17062,2017-05-31,1,4,6,8,28,8,12
17061,2017-05-29,10,19,23,25,30,2,4
17060,2017-05-27,9,15,20,26,31,5,12
17059,2017-05-24,8,11,13,15,17,3,10
17058,2017-05-22,14,18,20,21,28,3,6
17057,2017-05-20,12,16,19,23,24,2,5
17056,2017-05-17,1,4,24,27,32,3,10
17055,2017-05-15,19,20,22,30,33,3,9
17054,2017-05-13,16,29,30,32,33,4,5
17053,2017-05-10,6,19,20,22,26,1,11
17052,2017-05-08,3,19,24,28,33,4,12
17051,2017-05-06,14,17,18,22,29,10,11
17050,2017-05-03,12,14,17,20,28,2,6
17049,2017-05-01,9,12,14,22,31,5,8
17048,2017-04-29,7,9,13,15,19,3,10
17047,2017-04-26,15,19,32,33,34,9,12
17046,2017-04-24,4,17,20,23,30,2,3
17045,2017-04-22,1,8,11,21,35,9,12
17044,2017-04-19,11,16,17,18,25,2,9
17043,2017-04-17,6,13,22,25,35,9,12
17042,2017-04-15,2,17,31,33,34,1,7
17041,2017-04-12,2,4,6,25,31,5,9
17040,2017-04-10,4,6,10,23,29,9,11
17039,2017-04-08,5,6,14,17,26,3,8
17038,2017-04-05,4,5,13,18,27,3,9
17037,2017-04-03,13,15,16,32,34,6,11
17036,2017-04-01,1,4,9,18,33,2,5
17035,2017-03-29,14,17,22,30,33,7,12
17034,2017-03-27,6,12,21,26,29,2,11
17033,2017-03-25,15,22,23,25,34,5,11
17032,2017-03-22,2,13,14,18,29,3,9
17031,2017-03-20,2,16,17,30,32,2,9
17030,2017-03-18,21,22,24,29,34,5,6
17029,2017-03-15,1,6,14,17,29,1,11
17028,2017-03-13,6,18,22,23,33,9,11
17027,2017-03-11,8,17,25,33,34,3,11
17026,2017-03-08,10,14,19,25,32,2,7
17025,2017-03-06,10,16,19,20,34,4,5
17024,2017-03-04,21,23,29,32,35,11,12
17023,2017-03-01,5,8,12,24,34,7,10
17022,2017-02-27,2,3,9,17,24,6,12
17021,2017-02-25,1,15,17,20,26,6,8
17020,2017-02-22,16,21,24,27,28,4,7
17019,2017-02-20,2,6,14,23,25,2,10
17018,2017-02-18,6,7,10,17,23,1,9
17017,2017-02-15,4,19,24,26,29,4,6
17016,2017-02-13,3,13,28,30,33,9,10
17015,2017-02-11,1,7,19,27,34,1,2
17014,2017-02-08,4,8,15,24,25,2,5
17013,2017-02-06,5,12,17,30,34,11,12
17012,2017-02-04,4,5,24,26,35,7,12
17011,2017-01-25,5,15,21,29,34,6,9
17010,2017-01-23,4,10,13,18,35,1,2
17009,2017-01-21,5,6,8,12,22,3,4
17008,2017-01-18,3,4,9,25,32,2,4
17007,2017-01-16,8,11,17,25,27,2,4
17006,2017-01-14,4,6,23,32,33,5,6
17005,2017-01-11,5,9,20,26,35,2,11
17004,2017-01-09,5,8,11,28,31,6,7
17003,2017-01-07,3,5,6,13,22,9,12
17002,2017-01-04,7,12,14,31,34,9,11
17001,2017-01-02,7,9,20,31,33,8,10
16154,2016-12-31,6,16,17,21,29,4,6
16153,2016-12-28,13,18,25,29,35,3,11
16152,2016-12-26,8,17,22,24,30,5,11
16151,2016-12-24,4,7,11,14,21,5,12
16150,2016-12-21,1,10,18,24,29,7,10
16149,2016-12-19,1,2,3,12,33,4,9
16148,2016-12-17,5,14,15,23,25,6,8
16147,2016-12-14,7,19,20,28,30,4,12
16146,2016-12-12,21,22,25,29,34,1,11
16145,2016-12-10,1,9,11,17,28,3,8
16144,2016-12-07,4,5,13,22,31,5,10
16143,2016-12-05,4,6,22,27,31,6,7
16142,2016-12-03,1,6,17,23,26,6,12
16141,2016-11-30,2,6,7,19,28,11,12
16140,2016-11-28,12,16,23,29,34,4,11
16139,2016-11-26,13,21,30,31,35,1,8
16138,2016-11-23,12,13,16,29,35,5,11
16137,2016-11-21,7,20,23,29,34,2,10
16136,2016-11-19,5,6,7,19,23,4,11
16135,2016-11-16,1,10,12,18,35,1,12
16134,2016-11-14,1,3,31,32,34,2,7
16133,2016-11-12,1,4,5,23,28,5,9
16132,2016-11-09,4,18,19,22,35,1,2
16131,2016-11-07,6,13,25,28,30,2,7
16130,2016-11-05,11,23,32,33,34,1,12
16129,2016-11-02,7,8,19,30,35,8,9
16128,2016-10-31,17,20,22,30,33,7,8
16127,2016-10-29,1,5,15,24,26,9,10
16126,2016-10-26,11,13,16,19,24,6,8
16125,2016-10-24,6,7,8,28,30,1,2
16124,2016-10-22,4,13,24,26,29,8,11
16123,2016-10-19,4,5,13,20,32,1,10
16122,2016-10-17,1,3,12,14,29,2,6
16121,2016-10-15,4,5,8,15,20,1,6
16120,2016-10-12,3,10,20,32,34,4,7
16119,2016-10-10,2,3,9,21,22,5,10
16118,2016-10-08,12,15,18,24,29,3,11
16117,2016-10-05,3,9,14,16,23,2,9
16116,2016-10-03,4,6,8,19,34,10,12
16115,2016-10-01,1,4,15,31,34,2,11
16114,2016-09-28,16,17,20,32,33,3,7
16113,2016-09-26,10,11,17,30,34,3,12
16112,2016-09-24,7,22,23,31,32,4,5
16111,2016-09-21,4,9,22,26,27,2,12
16110,2016-09-19,7,20,21,23,30,7,10
16109,2016-09-17,3,25,28,31,34,11,12
16108,2016-09-14,10,17,22,23,25,7,9
16107,2016-09-12,2,6,19,24,26,4,6
16106,2016-09-10,3,21,30,33,35,1,4
16105,2016-09-07,8,11,31,34,35,1,2
16104,2016-09-05,1,20,22,23,30,6,7
16103,2016-09-03,5,14,20,23,29,3,11
16102,2016-08-31,3,5,6,34,35,3,12
16101,2016-08-29,4,6,28,33,35,7,12
16100,2016-08-27,8,12,19,26,30,2,12
16099,2016-08-24,3,4,12,14,27,1,5
16098,2016-08-22,8,9,11,20,29,4,5
16097,2016-08-20,6,8,18,31,33,10,12
16096,2016-08-17,1,6,8,12,21,5,10
16095,2016-08-15,8,12,18,19,21,3,6
16094,2016-08-13,1,14,16,17,18,5,7
16093,2016-08-10,1,8,14,30,35,6,7
16092,2016-08-08,2,13,31,33,34,7,11
16091,2016-08-06,8,13,17,21,22,2,8
16090,2016-08-03,4,6,8,28,32,7,12
16089,2016-08-01,7,14,17,28,34,7,10
16088,2016-07-30,4,6,17,21,30,6,11
16087,2016-07-27,3,16,17,23,25,7,9
16086,2016-07-25,3,5,22,25,30,7,9
16085,2016-07-23,14,15,27,31,32,1,7
16084,2016-07-20,8,12,15,26,35,1,8
16083,2016-07-18,1,5,9,33,35,1,5
16082,2016-07-16,3,8,23,28,29,2,7
16081,2016-07-13,6,7,18,21,33,3,8
16080,2016-07-11,15,20,29,30,33,7,12
16079,2016-07-09,7,14,15,20,27,5,10
16078,2016-07-06,7,18,29,31,35,5,11
16077,2016-07-04,9,11,14,16,35,2,5
16076,2016-07-02,3,8,10,17,31,5,6
16075,2016-06-29,3,7,17,22,31,8,12
16074,2016-06-27,1,5,7,11,14,3,8
16073,2016-06-25,7,14,17,24,27,8,10
16072,2016-06-22,16,20,24,26,31,4,9
16071,2016-06-20,8,15,19,20,33,7,12
16070,2016-06-18,2,9,13,19,23,5,7
16069,2016-06-15,14,17,19,23,30,2,9
16068,2016-06-13,5,7,22,26,34,7,12
16067,2016-06-11,2,8,11,13,19,2,8
16066,2016-06-08,10,28,29,31,33,5,11
16065,2016-06-06,1,9,18,22,24,11,12
16064,2016-06-04,1,2,10,18,35,5,11
16063,2016-06-01,8,12,22,27,35,5,9
16062,2016-05-30,2,10,14,15,35,1,9
16061,2016-05-28,9,15,17,21,23,7,12
16060,2016-05-25,2,6,22,27,34,8,11
16059,2016-05-23,2,10,27,28,33,5,7
16058,2016-05-21,2,15,17,23,28,5,9
16057,2016-05-18,8,17,19,23,30,3,8
16056,2016-05-16,10,12,14,31,35,4,5
16055,2016-05-14,6,21,27,30,34,4,9
16054,2016-05-11,2,5,9,21,30,6,7
16053,2016-05-09,4,13,15,30,35,3,5
16052,2016-05-07,8,14,19,20,33,10,11
16051,2016-05-04,16,21,23,24,32,7,8
16050,2016-05-02,7,17,21,29,35,4,5
16049,2016-04-30,3,4,5,27,33,4,9
16048,2016-04-27,4,12,17,25,27,4,10
16047,2016-04-25,2,3,23,29,32,5,9
16046,2016-04-23,3,19,22,32,34,8,12
16045,2016-04-20,7,11,25,30,33,2,8
16044,2016-04-18,1,6,10,20,31,5,11
16043,2016-04-16,1,9,16,33,34,9,12
16042,2016-04-13,2,6,8,19,24,1,6
16041,2016-04-11,12,23,24,27,34,3,6
16040,2016-04-09,20,22,29,30,35,1,6
16039,2016-04-06,1,8,16,22,28,4,5
16038,2016-04-04,3,7,9,15,33,5,12
16037,2016-04-02,3,5,13,24,34,3,5
16036,2016-03-30,7,15,26,30,31,3,6
16035,2016-03-28,17,22,24,25,29,9,12
16034,2016-03-26,14,18,31,32,35,9,10
16033,2016-03-23,3,14,15,31,35,9,10
16032,2016-03-21,5,9,14,20,33,5,12
16031,2016-03-19,3,14,24,27,29,4,11
16030,2016-03-16,10,19,21,29,33,4,6
16029,2016-03-14,20,26,27,29,32,5,12
16028,2016-03-12,13,18,20,23,31,3,6
16027,2016-03-09,6,11,13,15,28,2,6
16026,2016-03-07,2,6,29,30,34,1,7
16025,2016-03-05,3,6,13,23,24,7,10
16024,2016-03-02,1,2,11,15,18,4,8
16023,2016-02-29,4,9,14,25,27,6,11
16022,2016-02-27,4,18,21,30,35,2,11
16021,2016-02-24,1,4,9,10,35,9,11
16020,2016-02-22,1,16,22,29,30,2,9
16019,2016-02-20,4,11,15,20,26,8,9
16018,2016-02-17,5,10,13,27,33,8,11
16017,2016-02-15,11,18,24,28,29,5,10
16016,2016-02-06,3,10,22,29,32,2,5
16015,2016-02-03,1,4,10,13,30,3,9
16014,2016-02-01,6,8,21,24,27,2,10
16013,2016-01-30,3,21,23,31,35,2,11
16012,2016-01-27,5,7,11,23,28,3,12
16011,2016-01-25,2,8,10,15,23,5,10
16010,2016-01-23,12,13,15,16,28,2,5
16009,2016-01-20,5,8,10,17,20,2,12
16008,2016-01-18,5,12,31,34,35,4,5
16007,2016-01-16,2,5,14,32,35,1,3
16006,2016-01-13,14,16,17,22,24,2,9
16005,2016-01-11,6,9,12,15,20,8,11
16004,2016-01-09,10,20,23,32,35,9,10
16003,2016-01-06,4,12,17,22,26,6,7
16002,2016-01-04,7,12,18,25,35,7,9
16001,2016-01-02,1,7,19,20,30,5,10
15153,2015-12-30,1,7,22,27,33,2,11
15152,2015-12-28,4,5,22,29,35,2,11
15151,2015-12-26,15,16,18,30,35,1,7
15150,2015-12-23,4,13,18,25,33,3,7
15149,2015-12-21,4,6,10,12,28,2,8
15148,2015-12-19,8,11,27,31,33,8,9
15147,2015-12-16,1,2,13,18,19,8,10
15146,2015-12-14,4,15,19,27,31,4,11
15145,2015-12-12,6,7,20,29,32,11,12
15144,2015-12-09,1,9,24,26,29,6,11
15143,2015-12-07,9,20,31,33,35,10,11
15142,2015-12-05,12,14,22,26,30,3,6
15141,2015-12-02,2,4,15,19,31,2,3
15140,2015-11-30,1,11,15,26,35,6,11
15139,2015-11-28,2,3,5,25,32,5,7
15138,2015-11-25,1,16,20,29,32,4,7
15137,2015-11-23,14,17,21,23,26,8,11
15136,2015-11-21,5,20,23,29,32,2,10
15135,2015-11-18,5,16,20,25,29,6,8
15134,2015-11-16,1,2,6,15,35,4,7
15133,2015-11-14,3,7,8,25,30,4,8
15132,2015-11-11,3,8,14,18,27,1,5
15131,2015-11-09,11,17,19,20,27,2,3
15130,2015-11-07,17,25,31,32,34,2,12
15129,2015-11-04,1,6,23,25,29,3,9
15128,2015-11-02,10,12,23,30,32,3,4
15127,2015-10-31,9,11,14,19,30,3,8
15126,2015-10-28,4,5,8,9,21,3,6
15125,2015-10-26,2,3,15,17,28,8,10
15124,2015-10-24,4,6,12,31,32,3,6
15123,2015-10-21,4,15,27,29,30,2,10
15122,2015-10-19,11,13,15,26,35,6,11
15121,2015-10-17,2,4,17,27,28,4,6
15120,2015-10-14,1,9,15,24,32,5,10
15119,2015-10-12,1,8,12,16,21,6,11
15118,2015-10-10,3,7,20,24,31,4,9
15117,2015-10-07,6,17,20,30,33,10,11
15116,2015-10-05,7,10,19,24,33,3,7
15115,2015-10-03,8,12,13,14,16,3,9
15114,2015-09-30,9,18,24,31,34,2,10
15113,2015-09-28,1,14,21,29,33,2,10
15112,2015-09-26,4,5,15,19,28,4,11
15111,2015-09-23,7,8,16,24,28,3,10
15110,2015-09-21,2,7,10,22,30,7,11
15109,2015-09-19,1,6,11,22,31,3,12
15108,2015-09-16,1,13,16,26,31,7,12
15107,2015-09-14,3,23,25,28,29,6,7
15106,2015-09-12,2,11,13,22,30,2,3
15105,2015-09-09,8,9,15,21,27,5,9
15104,2015-09-07,16,19,25,30,34,4,9
15103,2015-09-05,7,9,15,25,34,4,10
15102,2015-09-02,11,14,15,33,34,3,12
15101,2015-08-31,6,12,17,18,32,7,12
15100,2015-08-29,9,15,18,23,32,5,7
15099,2015-08-26,9,12,14,22,25,5,10
15098,2015-08-24,9,14,21,27,33,6,9
15097,2015-08-22,4,16,17,26,27,1,4
15096,2015-08-19,3,9,12,18,21,2,6
15095,2015-08-17,8,14,26,34,35,5,10
15094,2015-08-15,2,3,10,11,29,3,7
15093,2015-08-12,16,17,25,26,27,2,4
15092,2015-08-10,2,14,21,27,34,5,8
15091,2015-08-08,2,7,28,29,30,3,7
15090,2015-08-05,6,9,11,17,21,6,8
15089,2015-08-03,5,12,18,20,27,10,12
15088,2015-08-01,5,15,28,31,34,11,12
15087,2015-07-29,2,5,15,17,22,1,11
15086,2015-07-27,5,9,11,15,32,4,9
15085,2015-07-25,2,3,4,6,16,3,12
15084,2015-07-22,10,20,21,32,34,6,7
15083,2015-07-20,14,16,19,25,29,10,12
15082,2015-07-18,8,15,28,31,33,3,6
15081,2015-07-15,3,4,10,13,17,5,9
15080,2015-07-13,14,20,29,30,32,3,8
15079,2015-07-11,1,9,17,23,24,4,5
15078,2015-07-08,19,24,26,28,33,1,2
15077,2015-07-06,1,16,17,22,28,2,9
15076,2015-07-04,3,19,21,31,34,5,12
15075,2015-07-01,13,14,26,27,33,10,12
15074,2015-06-29,1,12,21,27,33,4,9
15073,2015-06-27,9,26,27,30,34,1,6
15072,2015-06-24,19,20,21,31,33,9,10
15071,2015-06-22,4,6,13,16,34,4,10
15070,2015-06-20,3,9,12,17,18,4,12
15069,2015-06-17,2,9,11,22,25,1,7
15068,2015-06-15,2,3,20,31,35,4,8
15067,2015-06-13,4,10,18,24,27,4,11
15066,2015-06-10,1,3,7,13,29,2,10
15065,2015-06-08,4,5,7,13,35,8,11
15064,2015-06-06,2,8,20,28,31,7,10
15063,2015-06-03,1,4,6,34,35,2,4
15062,2015-06-01,6,7,13,14,15,1,4
15061,2015-05-30,6,7,8,16,22,2,10
15060,2015-05-27,16,24,25,26,33,4,11
15059,2015-05-25,7,9,19,23,32,1,3
15058,2015-05-23,10,14,20,27,30,7,12
15057,2015-05-20,1,5,7,14,26,4,6
15056,2015-05-18,6,12,19,26,35,3,10
15055,2015-05-16,6,11,14,20,30,5,10
15054,2015-05-13,2,9,15,24,34,3,9
15053,2015-05-11,8,25,28,29,32,4,7
15052,2015-05-09,13,19,24,27,29,7,8
15051,2015-05-06,1,2,11,16,21,1,5
15050,2015-05-04,6,7,10,20,28,2,7
15049,2015-05-02,8,9,11,15,22,8,10
15048,2015-04-29,10,11,22,24,33,2,9
15047,2015-04-27,1,2,17,23,31,5,12
15046,2015-04-25,5,7,10,22,26,4,10
15045,2015-04-22,8,9,22,29,30,8,12
15044,2015-04-20,16,18,27,31,33,1,3
15043,2015-04-18,2,20,22,25,29,2,7
15042,2015-04-15,3,7,12,17,24,2,11
15041,2015-04-13,1,11,21,23,28,1,10
15040,2015-04-11,2,9,10,23,35,9,12
15039,2015-04-08,3,6,7,16,25,1,6
15038,2015-04-06,12,19,22,31,35,7,8
15037,2015-04-04,10,16,21,28,31,7,8
15036,2015-04-01,14,18,20,23,24,4,8
15035,2015-03-30,22,24,29,30,35,1,10
15034,2015-03-28,4,8,15,18,26,5,9
15033,2015-03-25,3,17,22,26,28,3,7
15032,2015-03-23,6,21,25,27,30,7,11
15031,2015-03-21,7,21,29,32,33,4,12
15030,2015-03-18,9,18,19,26,31,2,5
15029,2015-03-16,7,10,19,30,35,3,5
15028,2015-03-14,3,9,28,32,33,9,10
15027,2015-03-11,5,21,22,25,28,3,10
15026,2015-03-09,11,13,14,15,22,2,8
15025,2015-03-07,7,10,20,22,27,10,11
15024,2015-03-04,2,6,8,16,34,3,4
15023,2015-03-02,6,9,11,12,22,3,11
15022,2015-02-28,9,11,14,15,26,11,12
15021,2015-02-25,22,23,24,26,31,5,6
15020,2015-02-16,11,26,28,29,32,1,4
15019,2015-02-14,2,8,16,22,24,1,3
15018,2015-02-11,4,7,10,23,31,3,7
15017,2015-02-09,7,13,16,17,29,1,7
15016,2015-02-07,6,7,16,20,34,9,11
15015,2015-02-04,1,5,13,17,32,4,11
15014,2015-02-02,8,16,25,29,35,3,10
15013,2015-01-31,11,15,25,28,35,7,10
15012,2015-01-28,3,4,6,11,31,5,9
15011,2015-01-26,4,13,22,25,30,1,6
15010,2015-01-24,2,6,17,30,35,2,7
15009,2015-01-21,17,22,26,27,33,6,10
15008,2015-01-19,7,10,11,15,17,3,10
15007,2015-01-17,2,7,8,14,31,4,8
15006,2015-01-14,6,8,30,32,33,3,7
15005,2015-01-12,11,14,15,18,19,7,8
15004,2015-01-10,3,12,14,18,28,5,6
15003,2015-01-07,12,19,27,28,34,1,12
15002,2015-01-05,3,14,20,26,32,6,10
15001,2015-01-03,8,9,19,27,30,6,7
14154,2014-12-31,5,12,17,23,28,2,9
14153,2014-12-29,1,8,13,24,32,5,10
14152,2014-12-27,5,12,18,24,33,1,5
14151,2014-12-24,3,8,26,31,32,8,12
14150,2014-12-22,19,21,30,33,35,5,7
14149,2014-12-20,2,13,19,26,35,1,5
14148,2014-12-17,3,9,10,11,20,7,9
14147,2014-12-15,5,9,14,26,34,2,9
14146,2014-12-13,2,16,23,24,28,10,11
14145,2014-12-10,15,19,22,24,26,10,11
14144,2014-12-08,1,21,24,25,35,4,11
14143,2014-12-06,1,11,14,18,25,6,10
14142,2014-12-03,18,21,25,28,30,4,6
14141,2014-12-01,4,17,20,26,29,5,8
14140,2014-11-29,1,19,20,25,34,7,12
14139,2014-11-26,3,5,7,15,34,1,10
14138,2014-11-24,1,7,29,32,34,9,12
14137,2014-11-22,2,11,16,22,34,2,5
14136,2014-11-19,4,18,20,34,35,7,11
14135,2014-11-17,20,26,28,30,35,9,12
14134,2014-11-15,2,5,7,11,32,9,12
14133,2014-11-12,2,8,12,14,18,4,12
14132,2014-11-10,1,3,4,19,32,1,7
14131,2014-11-08,3,16,19,23,27,3,7
14130,2014-11-05,2,18,31,32,33,5,7
14129,2014-11-03,7,22,28,30,32,5,6
14128,2014-11-01,2,4,16,22,34,8,11
14127,2014-10-29,2,4,6,15,19,2,11
14126,2014-10-27,2,9,22,30,34,9,10
14125,2014-10-25,12,15,19,23,31,4,10
14124,2014-10-22,1,3,28,29,35,8,12
14123,2014-10-20,1,9,12,22,25,2,9
14122,2014-10-18,3,10,25,26,35,1,7
14121,2014-10-15,13,16,18,22,32,8,10
14120,2014-10-13,1,4,6,18,33,5,11
14119,2014-10-11,4,8,9,13,18,8,12
14118,2014-10-08,2,3,23,24,26,5,11
14117,2014-10-06,3,14,17,18,33,6,9
14116,2014-10-04,6,13,15,24,27,4,5
14115,2014-10-01,1,5,26,29,30,2,10
14114,2014-09-29,3,16,24,30,33,5,8
14113,2014-09-27,2,13,17,19,23,1,6
14112,2014-09-24,3,5,14,18,32,2,10
14111,2014-09-22,11,16,18,20,29,3,4
14110,2014-09-20,9,18,19,22,24,8,11
14109,2014-09-17,15,18,20,21,23,1,2
14108,2014-09-15,1,2,13,23,35,9,12
14107,2014-09-13,5,13,14,21,34,8,10
14106,2014-09-10,5,9,11,20,22,5,11
14105,2014-09-08,4,10,26,29,32,4,8
14104,2014-09-06,7,13,14,28,32,4,11
14103,2014-09-03,14,20,23,25,26,10,12
14102,2014-09-01,1,7,14,19,20,3,12
